"customer_id","date","location","category","sub_category","channel","tone_urgency","message"
"CUST-97282","2026-06-22","Willow Grove, PA","Delivery","Damaged/spilled","Uber Eats","Low","The bag arrived soaked because the salsa container spilled everywhere. The receipt and order confirmation both show what I originally requested."
"CUST-57416","2026-04-10","Cherry Hill, NJ","Service","Slow service","Website","Moderate","It took 15 minutes before my order was ready. I tried to resolve it at the restaurant but did not get much help."
"CUST-31344","2026-08-11","Cherry Hill, NJ","Service","Slow service","In-store","High","Service was extremely slow even though the restaurant was not busy."
"CUST-56659","2026-02-01","Doylestown, PA","Food Quality","Stale ingredients","DoorDash","Moderate","The tortilla was stale and the vegetables seemed old. I tried to resolve it at the restaurant but did not get much help."
"CUST-51446","2026-06-03","Willow Grove, PA","Order Accuracy","Customization ignored","Mobile App","Moderate","My dietary customization (gluten-free preparation) was not honored."
"CUST-46885","2025-10-13","King of Prussia, PA","Order Accuracy","Customization ignored","In-store","Low","My dietary customization (no onions) was not honored."
"CUST-20013","2025-11-05","New Britain, PA","Cleanliness","Restroom","Website","Moderate","The bathroom needed immediate cleaning. I have ordered from Taco Alley before and expected better."
"CUST-49935","2026-06-02","Doylestown, PA","Cleanliness","Dining area","Google Review","Low","The dining room floor was sticky and covered with food debris. Please contact me about a refund or replacement."
"CUST-24643","2025-10-06","New Britain, PA","Billing & Pricing","Overcharged","Website","Moderate","I was charged more than the price shown on the menu. I have ordered from Taco Alley before and expected better."
"CUST-43162","2026-04-20","Doylestown, PA","Food Quality","Undercooked/overcooked","In-store","High","My chicken tacos seemed undercooked and I did not feel comfortable eating it. The receipt and order confirmation both show what I originally requested."
"CUST-29078","2025-11-03","Willow Grove, PA","Food Quality","Cold food","Google Review","Low","My steak burrito was cold when I received it."
"CUST-35106","2025-09-20","Willow Grove, PA","Product Availability","Substitution","In-store","Moderate","The restaurant replaced my quesadilla without contacting me."
"CUST-87251","2026-07-29","Warrington, PA","Food Quality","Portion size","Uber Eats","Moderate","The portion of taco salad was much smaller than I expected for the price."
"CUST-51193","2026-02-25","New Britain, PA","Service","Rude staff","Website","Moderate","The employee at the counter was dismissive when I asked about my order. I have ordered from Taco Alley before and expected better."
"CUST-25167","2025-08-21","Philadelphia, PA","Service","Ignored customer","Website","Low","I stood at the counter for several minutes before anyone acknowledged me."
"CUST-19123","2025-12-27","Allentown, PA","Order Accuracy","Customization ignored","DoorDash","Low","My dietary customization (extra guacamole) was not honored."
"CUST-61748","2026-04-25","Philadelphia, PA","App & Online Ordering","Order not received","Website","Low","I placed and paid for an online order, but the store said they never received it."
"CUST-62990","2026-01-21","New Britain, PA","Billing & Pricing","Overcharged","Phone","Moderate","My total was incorrect and I appear to have been overcharged."
"CUST-97382","2026-06-26","Cherry Hill, NJ","Order Accuracy","Wrong item","DoorDash","Moderate","My receipt was correct, but the guacamole in the bag was wrong."
"CUST-27643","2026-04-08","Doylestown, PA","Product Availability","Substitution","Uber Eats","Low","I would rather have received a refund than an unrequested substitution. I tried to resolve it at the restaurant but did not get much help."
"CUST-91522","2026-07-14","Cherry Hill, NJ","Food Quality","Cold food","Google Review","Low","My guacamole was cold when I received it."
"CUST-81098","2026-04-12","King of Prussia, PA","Food Quality","Cold food","Uber Eats","Moderate","Everything in my order was lukewarm, especially the street corn. The receipt and order confirmation both show what I originally requested."
"CUST-59327","2025-09-30","Allentown, PA","Cleanliness","Food handling","DoorDash","High","I was concerned by the way employees were handling ready-to-eat ingredients."
"CUST-73891","2025-10-08","New Britain, PA","Service","Rude staff","Email","Moderate","The employee at the counter was dismissive when I asked about my order."
"CUST-74840","2025-10-20","Cherry Hill, NJ","Delivery","Damaged/spilled","In-store","Moderate","The delivery bag was damaged and food had spilled inside it."
"CUST-86541","2025-10-05","Doylestown, PA","Product Availability","Substitution","Google Review","Low","The restaurant replaced my fish tacos without contacting me."
"CUST-96670","2026-01-30","Lansdale, PA","Billing & Pricing","Duplicate charge","DoorDash","Moderate","I see two identical charges for one purchase."
"CUST-80571","2025-09-28","King of Prussia, PA","Order Accuracy","Customization ignored","Google Review","Low","The order clearly said no onions, and the restaurant did not follow it."
"CUST-59510","2026-05-29","Cherry Hill, NJ","Food Quality","Undercooked/overcooked","In-store","Urgent","The meat in the street corn was cooked far too long and was tough. Please contact me about a refund or replacement."
"CUST-49258","2026-04-15","King of Prussia, PA","Order Accuracy","Customization ignored","Google Review","Low","I requested no onions, but that customization was ignored."
"CUST-62694","2025-08-25","Lansdale, PA","Product Availability","Out of stock","Email","Urgent","Several menu items were unavailable when I tried to order. I tried to resolve it at the restaurant but did not get much help."
"CUST-55523","2025-09-04","New Britain, PA","Delivery","Late delivery","Uber Eats","Moderate","The delivery estimate kept changing and my food arrived much later than promised."
"CUST-69405","2026-02-22","Princeton, NJ","Delivery","Damaged/spilled","Email","Moderate","The delivery bag was damaged and food had spilled inside it. Please contact me about a refund or replacement."
"CUST-93614","2026-07-05","Princeton, NJ","Food Quality","Cold food","Uber Eats","Low","Everything in my order was lukewarm, especially the taco salad."
"CUST-99824","2025-10-15","Willow Grove, PA","Cleanliness","Restroom","Phone","Low","The restroom was in poor condition and supplies were empty. Please contact me about a refund or replacement."
"CUST-88804","2026-06-27","Lansdale, PA","Cleanliness","Restroom","Mobile App","Low","The bathroom needed immediate cleaning. I tried to resolve it at the restaurant but did not get much help."
"CUST-67164","2026-01-06","Philadelphia, PA","Service","Rude staff","Uber Eats","Moderate","The employee at the counter was dismissive when I asked about my order."
"CUST-15535","2026-07-04","Allentown, PA","Delivery","Late delivery","Mobile App","Moderate","My delivery arrived 25 minutes later than the estimate. I tried to resolve it at the restaurant but did not get much help."
"CUST-21836","2026-02-25","Philadelphia, PA","Cleanliness","Dining area","Google Review","Moderate","Several tables were dirty and had not been wiped down."
"CUST-21829","2026-05-25","Lansdale, PA","Product Availability","Out of stock","Email","Moderate","The restaurant was out of steak burrito again."
"CUST-38063","2025-11-20","Willow Grove, PA","Delivery","Damaged/spilled","Mobile App","Low","My churros was crushed during delivery."
"CUST-72240","2025-09-27","Lansdale, PA","Service","Slow service","Google Review","Moderate","It took 60 minutes before my order was ready."
"CUST-98027","2025-08-18","Lansdale, PA","Product Availability","Out of stock","In-store","Moderate","Several menu items were unavailable when I tried to order. I hope this can be addressed before my next visit."
"CUST-61508","2025-11-30","Willow Grove, PA","Order Accuracy","Wrong item","Uber Eats","Moderate","The bag had someone else's breakfast burrito instead of mine."
"CUST-45918","2026-06-26","New Britain, PA","Order Accuracy","Missing item","DoorDash","High","I paid for a nachos, but it was not in the bag."
"CUST-76366","2025-09-21","New Britain, PA","Cleanliness","Restroom","Mobile App","Moderate","The bathroom needed immediate cleaning."
"CUST-94030","2025-08-27","Warrington, PA","Order Accuracy","Customization ignored","Mobile App","Moderate","My dietary customization (mild salsa) was not honored."
"CUST-99883","2025-12-06","Philadelphia, PA","Food Quality","Incorrect preparation","Mobile App","High","My rice bowl was prepared completely differently from what I ordered. I have ordered from Taco Alley before and expected better."
"CUST-64328","2026-01-15","King of Prussia, PA","Cleanliness","Restroom","Email","Low","The bathroom needed immediate cleaning. I hope this can be addressed before my next visit."
"CUST-70610","2026-06-28","Lansdale, PA","Food Quality","Undercooked/overcooked","Phone","Urgent","The meat in the nachos was cooked far too long and was tough."
"CUST-25381","2026-02-05","Doylestown, PA","Order Accuracy","Missing item","Mobile App","High","My order was missing the chips and queso. This was especially frustrating because I was ordering during my lunch break."
"CUST-74771","2025-11-06","Philadelphia, PA","Billing & Pricing","Promotion not applied","Email","Low","I used a valid coupon, but the discount was not reflected in my total. I have ordered from Taco Alley before and expected better."
"CUST-44314","2026-02-26","Lansdale, PA","Food Quality","Incorrect preparation","Mobile App","Low","My nachos was prepared completely differently from what I ordered."
"CUST-60265","2026-01-13","Philadelphia, PA","Delivery","Late delivery","DoorDash","Moderate","The order was very late and the food was cold by the time it arrived. I have ordered from Taco Alley before and expected better."
"CUST-89478","2025-11-29","Cherry Hill, NJ","Billing & Pricing","Promotion not applied","Uber Eats","High","The advertised promotion did not apply at checkout."
"CUST-83342","2026-07-10","Doylestown, PA","Billing & Pricing","Overcharged","Google Review","Low","I was charged more than the price shown on the menu."
"CUST-79523","2025-10-07","Philadelphia, PA","Delivery","Damaged/spilled","Website","Low","The bag arrived soaked because the salsa container spilled everywhere."
"CUST-47083","2025-12-22","Willow Grove, PA","Food Quality","Cold food","Google Review","High","The chicken tacos tasted like it had been sitting out for a while."
"CUST-29480","2025-10-17","Doylestown, PA","Delivery","Damaged/spilled","Uber Eats","Low","The delivery bag was damaged and food had spilled inside it. Please contact me about a refund or replacement."
"CUST-83512","2026-04-11","Allentown, PA","Order Accuracy","Missing item","In-store","Moderate","I paid for a rice bowl, but it was not in the bag."
"CUST-45755","2025-11-01","Cherry Hill, NJ","Service","Rude staff","Mobile App","Moderate","Customer service was poor and the cashier was unnecessarily disrespectful. I tried to resolve it at the restaurant but did not get much help."
"CUST-42264","2025-11-01","Allentown, PA","App & Online Ordering","Menu mismatch","DoorDash","High","The app let me order an item that the restaurant said was unavailable."
"CUST-20625","2025-09-24","Allentown, PA","Billing & Pricing","Promotion not applied","Google Review","Low","The advertised promotion did not apply at checkout."
"CUST-69388","2026-01-16","King of Prussia, PA","Cleanliness","Food handling","In-store","High","The food preparation area did not look clean."
"CUST-43444","2025-09-06","Warrington, PA","Product Availability","Out of stock","DoorDash","Low","The restaurant was out of chicken tacos again."
"CUST-95729","2026-02-23","Warrington, PA","Order Accuracy","Wrong item","Email","Moderate","I ordered a chicken tacos, but received a completely different item."
"CUST-74175","2025-09-19","Allentown, PA","Food Quality","Undercooked/overcooked","Google Review","High","My taco salad seemed undercooked and I did not feel comfortable eating it. The receipt and order confirmation both show what I originally requested."
"CUST-65838","2026-02-05","New Britain, PA","App & Online Ordering","Order not received","Mobile App","Moderate","The app confirmed my order, but the restaurant had no record of it."
"CUST-67325","2026-04-27","New Britain, PA","Food Quality","Stale ingredients","Website","Low","The tortilla was stale and the vegetables seemed old."
"CUST-16255","2026-04-25","Princeton, NJ","App & Online Ordering","Order not received","DoorDash","Low","The app confirmed my order, but the restaurant had no record of it."
"CUST-86751","2026-08-04","New Britain, PA","Food Quality","Cold food","Email","Moderate","Everything in my order was lukewarm, especially the steak burrito. The receipt and order confirmation both show what I originally requested."
"CUST-49013","2026-02-18","King of Prussia, PA","Billing & Pricing","Overcharged","In-store","Low","I was charged more than the price shown on the menu."
"CUST-89174","2025-11-04","Willow Grove, PA","Delivery","Damaged/spilled","Phone","Low","The delivery bag was damaged and food had spilled inside it."
"CUST-70314","2025-08-07","Philadelphia, PA","App & Online Ordering","App error","Mobile App","Moderate","I kept getting an error when adding items to my cart."
"CUST-98487","2026-06-12","Philadelphia, PA","App & Online Ordering","Menu mismatch","Google Review","Moderate","The online menu showed options that this location does not carry."
"CUST-37424","2026-07-23","Allentown, PA","Cleanliness","Dining area","Phone","High","Several tables were dirty and had not been wiped down. This was especially frustrating because I was ordering during my lunch break."
"CUST-25264","2025-10-15","Warrington, PA","Delivery","Wrong address/dropoff","Uber Eats","Moderate","The driver left my order at the wrong house. Please contact me about a refund or replacement."
"CUST-84636","2026-05-27","Philadelphia, PA","App & Online Ordering","Menu mismatch","Phone","Low","The online menu showed options that this location does not carry. Please contact me about a refund or replacement."
"CUST-62386","2026-08-13","Allentown, PA","Food Quality","Cold food","Email","Low","My breakfast burrito was cold when I received it."
"CUST-51399","2026-04-28","Princeton, NJ","Service","Ignored customer","In-store","Moderate","I had to ask three times before someone would check on my order."
"CUST-12727","2026-01-25","Warrington, PA","Food Quality","Undercooked/overcooked","Uber Eats","High","My steak burrito seemed undercooked and I did not feel comfortable eating it."
"CUST-96108","2026-05-28","Allentown, PA","Order Accuracy","Missing item","Google Review","High","I paid for a fish tacos, but it was not in the bag."
"CUST-31237","2026-07-11","Cherry Hill, NJ","Food Quality","Stale ingredients","Google Review","High","The taco salad tasted like it had been made with yesterday's ingredients."
"CUST-74713","2026-04-09","Willow Grove, PA","Food Quality","Cold food","Website","High","Everything in my order was lukewarm, especially the guacamole. I hope this can be addressed before my next visit."
"CUST-75991","2025-10-21","Doylestown, PA","Order Accuracy","Customization ignored","Mobile App","High","I requested mild salsa, but that customization was ignored."
"CUST-56562","2026-04-07","Doylestown, PA","Cleanliness","Restroom","Email","Urgent","The bathroom needed immediate cleaning."
"CUST-24539","2026-03-13","New Britain, PA","Cleanliness","Food handling","Uber Eats","Urgent","The food preparation area did not look clean."
"CUST-30582","2025-09-30","Willow Grove, PA","Cleanliness","Food handling","Phone","Urgent","I saw an employee handle food and then touch the register without changing gloves. The receipt and order confirmation both show what I originally requested."
"CUST-36462","2026-01-19","Allentown, PA","Billing & Pricing","Duplicate charge","Mobile App","Moderate","I see two identical charges for one purchase."
"CUST-64396","2025-09-13","King of Prussia, PA","Product Availability","Out of stock","Email","Moderate","The restaurant was out of guacamole again."
"CUST-77653","2026-02-28","King of Prussia, PA","Delivery","Late delivery","DoorDash","High","My delivery arrived 30 minutes later than the estimate. Please contact me about a refund or replacement."
"CUST-61546","2026-02-22","Doylestown, PA","Product Availability","Substitution","Mobile App","Moderate","My order included a substitution I was never asked to approve."
"CUST-82562","2026-03-03","Willow Grove, PA","Delivery","Wrong address/dropoff","DoorDash","Urgent","The driver left my order at the wrong house."
"CUST-36887","2025-10-15","Princeton, NJ","Billing & Pricing","Promotion not applied","DoorDash","Moderate","I used a valid coupon, but the discount was not reflected in my total."
"CUST-53842","2026-01-02","Philadelphia, PA","Delivery","Wrong address/dropoff","Website","Low","The delivery photo showed a location that was not my address."
"CUST-30975","2026-01-07","Doylestown, PA","Billing & Pricing","Duplicate charge","Google Review","High","My card was charged twice for the same order. I hope this can be addressed before my next visit."
"CUST-58887","2026-04-16","Willow Grove, PA","Food Quality","Portion size","Website","Moderate","The serving size has gotten noticeably smaller."
"CUST-40945","2025-08-03","Cherry Hill, NJ","Delivery","Damaged/spilled","Uber Eats","Low","The bag arrived soaked because the salsa container spilled everywhere. The receipt and order confirmation both show what I originally requested."
"CUST-78113","2026-08-02","Lansdale, PA","Delivery","Wrong address/dropoff","Mobile App","High","The delivery photo showed a location that was not my address. The receipt and order confirmation both show what I originally requested."
"CUST-18151","2026-03-06","Philadelphia, PA","Food Quality","Portion size","DoorDash","Low","The serving size has gotten noticeably smaller. The receipt and order confirmation both show what I originally requested."
"CUST-86585","2026-02-23","Allentown, PA","App & Online Ordering","Order not received","DoorDash","High","I placed and paid for an online order, but the store said they never received it."
"CUST-77264","2026-04-06","Princeton, NJ","Delivery","Damaged/spilled","Uber Eats","Low","The delivery bag was damaged and food had spilled inside it. I have ordered from Taco Alley before and expected better."
"CUST-63558","2026-02-06","New Britain, PA","Food Quality","Incorrect preparation","Website","Moderate","The kitchen ignored my request for no cheese."
"CUST-13667","2026-02-08","Warrington, PA","Food Quality","Portion size","Email","Low","There was barely any filling in my chicken tacos."
"CUST-55698","2026-04-08","New Britain, PA","Food Quality","Portion size","In-store","Low","There was barely any filling in my chicken tacos. The receipt and order confirmation both show what I originally requested."
"CUST-89391","2026-01-20","Warrington, PA","App & Online Ordering","Order not received","DoorDash","Moderate","The app confirmed my order, but the restaurant had no record of it."
"CUST-97097","2026-01-14","Cherry Hill, NJ","Billing & Pricing","Duplicate charge","Website","High","The payment failed in the app, but I was still charged twice. The receipt and order confirmation both show what I originally requested."
"CUST-13251","2026-06-27","Cherry Hill, NJ","Service","Rude staff","Website","High","The staff member I spoke with was rude and seemed annoyed that I had a question."
"CUST-78387","2026-05-05","Lansdale, PA","Delivery","Wrong address/dropoff","In-store","Urgent","My order was marked delivered, but it was not at my door. I hope this can be addressed before my next visit."
"CUST-79932","2025-12-04","Cherry Hill, NJ","Billing & Pricing","Duplicate charge","Uber Eats","Low","My card was charged twice for the same order. I have ordered from Taco Alley before and expected better."
"CUST-51599","2026-03-01","Philadelphia, PA","Order Accuracy","Customization ignored","In-store","High","I requested no cheese, but that customization was ignored."
"CUST-63382","2025-09-15","Warrington, PA","Order Accuracy","Missing item","Mobile App","Low","My order was missing the street corn. I tried to resolve it at the restaurant but did not get much help."
"CUST-52495","2026-01-11","Willow Grove, PA","Food Quality","Stale ingredients","Mobile App","Moderate","The ingredients in my chicken tacos did not taste fresh."
"CUST-45296","2026-04-10","Doylestown, PA","Order Accuracy","Missing item","DoorDash","High","My order was missing the nachos."
"CUST-86830","2025-11-28","New Britain, PA","Order Accuracy","Customization ignored","In-store","Low","The order clearly said extra guacamole, and the restaurant did not follow it."
"CUST-28660","2025-09-12","King of Prussia, PA","Order Accuracy","Customization ignored","Phone","High","My dietary customization (no sour cream) was not honored."
"CUST-91360","2025-08-01","Willow Grove, PA","Service","Rude staff","Uber Eats","Urgent","The employee at the counter was dismissive when I asked about my order."
"CUST-92864","2026-07-15","Lansdale, PA","Delivery","Late delivery","DoorDash","Urgent","My delivery arrived 35 minutes later than the estimate."
"CUST-26118","2026-01-01","Warrington, PA","Delivery","Wrong address/dropoff","Website","Moderate","My order was marked delivered, but it was not at my door."
"CUST-96805","2026-07-29","King of Prussia, PA","Billing & Pricing","Promotion not applied","Uber Eats","Low","I used a valid coupon, but the discount was not reflected in my total."
"CUST-11255","2025-08-02","Warrington, PA","Order Accuracy","Wrong item","Uber Eats","Low","My receipt was correct, but the fish tacos in the bag was wrong."
"CUST-98029","2026-06-30","Allentown, PA","Service","Ignored customer","Website","Moderate","I had to ask three times before someone would check on my order. The receipt and order confirmation both show what I originally requested."
"CUST-35295","2025-08-05","Allentown, PA","Billing & Pricing","Promotion not applied","Website","Moderate","I used a valid coupon, but the discount was not reflected in my total. The receipt and order confirmation both show what I originally requested."
"CUST-38986","2026-06-17","Lansdale, PA","Food Quality","Cold food","Email","High","The breakfast burrito tasted like it had been sitting out for a while. I hope this can be addressed before my next visit."
"CUST-46352","2026-06-23","Cherry Hill, NJ","Product Availability","Substitution","DoorDash","Low","My order included a substitution I was never asked to approve. I have ordered from Taco Alley before and expected better."
"CUST-84698","2025-09-03","Lansdale, PA","Service","Rude staff","Mobile App","Low","Customer service was poor and the cashier was unnecessarily disrespectful."
"CUST-65982","2026-07-15","Doylestown, PA","App & Online Ordering","Menu mismatch","Uber Eats","Low","Prices in the app did not match the prices at the store."
"CUST-15697","2026-03-27","Lansdale, PA","App & Online Ordering","Order not received","Uber Eats","Moderate","The app confirmed my order, but the restaurant had no record of it."
"CUST-13325","2026-01-19","Lansdale, PA","Food Quality","Undercooked/overcooked","Website","Urgent","The meat in the guacamole was cooked far too long and was tough."
"CUST-66616","2025-09-02","Doylestown, PA","Product Availability","Substitution","Website","Low","My order included a substitution I was never asked to approve."
"CUST-78114","2026-01-22","Lansdale, PA","Delivery","Wrong address/dropoff","In-store","High","My order was marked delivered, but it was not at my door."
"CUST-18523","2025-08-18","Warrington, PA","Product Availability","Substitution","DoorDash","Low","My order included a substitution I was never asked to approve. This was especially frustrating because I was ordering during my lunch break."
"CUST-59998","2026-05-14","Philadelphia, PA","Food Quality","Undercooked/overcooked","In-store","Moderate","The rice bowl was badly overcooked and dry. This was especially frustrating because I was ordering during my lunch break."
"CUST-98575","2026-03-08","Doylestown, PA","Food Quality","Undercooked/overcooked","Website","Moderate","The churros was badly overcooked and dry."
"CUST-26512","2025-09-04","Princeton, NJ","Service","Slow service","Phone","High","It took 20 minutes before my order was ready. The receipt and order confirmation both show what I originally requested."
"CUST-67127","2025-08-31","Princeton, NJ","Order Accuracy","Wrong item","Mobile App","Low","The bag had someone else's taco salad instead of mine. This was especially frustrating because I was ordering during my lunch break."
"CUST-11059","2026-06-05","Princeton, NJ","Product Availability","Substitution","Google Review","Low","The restaurant replaced my churros without contacting me."
"CUST-35612","2026-05-14","Lansdale, PA","Delivery","Wrong address/dropoff","In-store","Moderate","The driver left my order at the wrong house."
"CUST-84199","2026-03-28","King of Prussia, PA","Delivery","Late delivery","Google Review","High","My delivery arrived 50 minutes later than the estimate."
"CUST-10484","2025-08-22","Lansdale, PA","Delivery","Damaged/spilled","Uber Eats","Low","My quesadilla was crushed during delivery."
"CUST-34149","2026-01-17","Doylestown, PA","Billing & Pricing","Promotion not applied","DoorDash","Low","The app showed a deal, but the restaurant would not honor it."
"CUST-13890","2026-06-20","Lansdale, PA","Order Accuracy","Missing item","Google Review","Low","I paid for a chicken tacos, but it was not in the bag. I have ordered from Taco Alley before and expected better."
"CUST-33078","2025-12-04","Willow Grove, PA","Food Quality","Incorrect preparation","Mobile App","Low","I asked for extra salsa, but the rice bowl was made incorrectly."
"CUST-58449","2025-11-16","King of Prussia, PA","App & Online Ordering","App error","Email","Moderate","The mobile app would not let me complete checkout."
"CUST-59054","2025-11-06","King of Prussia, PA","Delivery","Wrong address/dropoff","Phone","High","The delivery photo showed a location that was not my address. I have ordered from Taco Alley before and expected better."
"CUST-46709","2026-01-15","Warrington, PA","Delivery","Wrong address/dropoff","Phone","Low","The driver left my order at the wrong house. I have ordered from Taco Alley before and expected better."
"CUST-60871","2026-06-11","Princeton, NJ","App & Online Ordering","Menu mismatch","Website","Low","Prices in the app did not match the prices at the store."
"CUST-86177","2026-04-05","Philadelphia, PA","Order Accuracy","Customization ignored","Uber Eats","Moderate","The order clearly said mild salsa, and the restaurant did not follow it."
"CUST-50107","2026-03-20","Philadelphia, PA","Delivery","Wrong address/dropoff","Phone","Moderate","The delivery photo showed a location that was not my address."
"CUST-40169","2025-12-30","Cherry Hill, NJ","App & Online Ordering","Menu mismatch","Uber Eats","Moderate","The app let me order an item that the restaurant said was unavailable. This was especially frustrating because I was ordering during my lunch break."
"CUST-51552","2026-02-26","Willow Grove, PA","Food Quality","Portion size","Google Review","High","The serving size has gotten noticeably smaller."
"CUST-77212","2025-09-12","Princeton, NJ","Order Accuracy","Missing item","Email","High","I paid for a nachos, but it was not in the bag."
"CUST-98487","2026-05-07","King of Prussia, PA","Delivery","Damaged/spilled","Phone","Low","The bag arrived soaked because the salsa container spilled everywhere."
"CUST-49252","2026-08-02","Willow Grove, PA","Order Accuracy","Customization ignored","Email","Low","My dietary customization (gluten-free preparation) was not honored."
"CUST-37508","2025-10-16","Allentown, PA","Cleanliness","Restroom","DoorDash","Low","The bathroom needed immediate cleaning."
"CUST-64747","2026-01-08","Lansdale, PA","Order Accuracy","Customization ignored","Phone","Moderate","My dietary customization (extra guacamole) was not honored."
"CUST-96356","2026-01-04","King of Prussia, PA","Service","Ignored customer","In-store","Moderate","I stood at the counter for several minutes before anyone acknowledged me."
"CUST-30144","2025-08-12","King of Prussia, PA","Order Accuracy","Wrong item","In-store","High","The bag had someone else's breakfast burrito instead of mine. I hope this can be addressed before my next visit."
"CUST-24239","2025-09-02","King of Prussia, PA","Delivery","Wrong address/dropoff","DoorDash","Moderate","The delivery photo showed a location that was not my address. Please contact me about a refund or replacement."
"CUST-89084","2025-10-30","Allentown, PA","Delivery","Damaged/spilled","In-store","High","The delivery bag was damaged and food had spilled inside it. I hope this can be addressed before my next visit."
"CUST-58319","2026-04-26","Princeton, NJ","Food Quality","Incorrect preparation","Website","Moderate","I asked for no sour cream, but the chips and queso was made incorrectly. The receipt and order confirmation both show what I originally requested."
"CUST-37063","2026-04-02","Warrington, PA","Food Quality","Stale ingredients","Website","Moderate","The tortilla was stale and the vegetables seemed old. Please contact me about a refund or replacement."
"CUST-99762","2026-01-06","Allentown, PA","App & Online Ordering","Order not received","Phone","Moderate","The app confirmed my order, but the restaurant had no record of it."
"CUST-74350","2025-12-05","Allentown, PA","Order Accuracy","Missing item","Google Review","High","My order was missing the guacamole."
"CUST-32954","2026-07-31","Philadelphia, PA","Service","Rude staff","Email","Moderate","Customer service was poor and the cashier was unnecessarily disrespectful."
"CUST-15723","2025-11-02","Lansdale, PA","Order Accuracy","Customization ignored","Website","Moderate","My dietary customization (extra guacamole) was not honored."
"CUST-63907","2026-08-05","Princeton, NJ","App & Online Ordering","App error","Phone","High","I kept getting an error when adding items to my cart."
"CUST-70577","2025-12-08","Doylestown, PA","Food Quality","Stale ingredients","Phone","Moderate","The ingredients in my steak burrito did not taste fresh."
"CUST-27888","2025-08-06","King of Prussia, PA","Food Quality","Undercooked/overcooked","Email","Moderate","My fish tacos seemed undercooked and I did not feel comfortable eating it."
"CUST-46587","2025-12-03","Warrington, PA","Billing & Pricing","Promotion not applied","Uber Eats","Low","I used a valid coupon, but the discount was not reflected in my total."
"CUST-11469","2026-02-17","Willow Grove, PA","Food Quality","Cold food","Mobile App","Low","Everything in my order was lukewarm, especially the steak burrito. The receipt and order confirmation both show what I originally requested."
"CUST-50412","2025-08-25","Allentown, PA","Food Quality","Stale ingredients","Website","Moderate","The ingredients in my nachos did not taste fresh. The receipt and order confirmation both show what I originally requested."
"CUST-65270","2025-12-01","Doylestown, PA","Food Quality","Cold food","Phone","Low","My chips and queso was cold when I received it."
"CUST-15768","2025-09-19","Philadelphia, PA","Product Availability","Substitution","Mobile App","Moderate","My order included a substitution I was never asked to approve."
"CUST-38020","2026-02-19","New Britain, PA","Service","Slow service","DoorDash","Low","Service was extremely slow even though the restaurant was not busy. I hope this can be addressed before my next visit."
"CUST-46497","2026-03-23","Cherry Hill, NJ","Order Accuracy","Missing item","Phone","Low","My order was missing the chips and queso."
"CUST-22418","2025-09-22","Cherry Hill, NJ","Order Accuracy","Missing item","Mobile App","Low","My order was missing the chips and queso."
"CUST-12313","2026-01-10","Cherry Hill, NJ","Order Accuracy","Customization ignored","Uber Eats","Low","My dietary customization (extra salsa) was not honored. The receipt and order confirmation both show what I originally requested."
"CUST-26260","2025-08-07","Willow Grove, PA","App & Online Ordering","Order not received","Phone","Low","The app confirmed my order, but the restaurant had no record of it."
"CUST-36789","2025-12-30","Doylestown, PA","Order Accuracy","Wrong item","Phone","Low","I ordered a churros, but received a completely different item. Please contact me about a refund or replacement."
"CUST-47808","2025-08-21","Doylestown, PA","Order Accuracy","Customization ignored","DoorDash","Moderate","My dietary customization (mild salsa) was not honored. The receipt and order confirmation both show what I originally requested."
"CUST-39156","2026-07-07","Cherry Hill, NJ","Order Accuracy","Customization ignored","Phone","High","The order clearly said gluten-free preparation, and the restaurant did not follow it."
"CUST-28550","2025-09-05","Lansdale, PA","App & Online Ordering","Menu mismatch","Phone","Low","Prices in the app did not match the prices at the store. Please contact me about a refund or replacement."
"CUST-35891","2026-03-07","Lansdale, PA","Food Quality","Incorrect preparation","Uber Eats","Low","My street corn was prepared completely differently from what I ordered."
"CUST-73068","2026-06-22","New Britain, PA","Service","Ignored customer","Phone","Low","I stood at the counter for several minutes before anyone acknowledged me."
"CUST-73176","2026-04-16","Doylestown, PA","Product Availability","Substitution","DoorDash","Moderate","The restaurant replaced my chips and queso without contacting me."
"CUST-69454","2025-12-10","Willow Grove, PA","Billing & Pricing","Promotion not applied","DoorDash","Moderate","The advertised promotion did not apply at checkout."
"CUST-10547","2025-11-09","Doylestown, PA","Order Accuracy","Customization ignored","Mobile App","High","The order clearly said mild salsa, and the restaurant did not follow it."
"CUST-50345","2026-02-19","Cherry Hill, NJ","App & Online Ordering","Menu mismatch","Google Review","Moderate","The online menu showed options that this location does not carry."
"CUST-74044","2025-12-09","King of Prussia, PA","Food Quality","Cold food","Google Review","Moderate","My chips and queso was cold when I received it."
"CUST-94585","2026-02-02","Warrington, PA","Billing & Pricing","Duplicate charge","In-store","High","I see two identical charges for one purchase."
"CUST-22098","2026-07-06","Philadelphia, PA","Order Accuracy","Wrong item","Mobile App","Low","My receipt was correct, but the quesadilla in the bag was wrong."
"CUST-79887","2025-12-08","Philadelphia, PA","Order Accuracy","Customization ignored","Email","Moderate","I requested gluten-free preparation, but that customization was ignored. Please contact me about a refund or replacement."
"CUST-37462","2026-01-24","Philadelphia, PA","Delivery","Wrong address/dropoff","Mobile App","Moderate","My order was marked delivered, but it was not at my door."
